Col Value-T	Col Value-1	CV Count-2	CVT Count-3	CVF Count-4	3 D 2	4 D 2	3 D TTT	4 D TTF	2 D TT	3 D TT
hacker_timezone	-43200.0	72	11	61	0.1527777777777778	0.8472222222222222	6.817604293851141e-05	0.00018786514362444218	0.00014813351767726645	2.2631509645137928e-05
hacker_timezone	39600.0	50	2	48	0.04	0.96	1.2395644170638437e-05	0.00014782830973726597	0.00010287049838699058	4.114819935479623e-06
hacker_timezone	50400.0	38	1	37	0.02631578947368421	0.9736842105263158	6.1978220853192185e-06	0.0001139509887558092	7.818157877411284e-05	2.0574099677398115e-06
hacker_timezone	46800.0	11	1	10	0.09090909090909091	0.9090909090909091	6.1978220853192185e-06	3.079756452859708e-05	2.2631509645137928e-05	2.0574099677398115e-06
hacker_timezone		0	0	0			0.0	0.0	0.0	0.0
Col Value-T	Col Value-1	CV Count-2	CVT Count-3	CVF Count-4	3 D 2	4 D 2	3 D TTT	4 D TTF	2 D TT	3 D TT
contest_login_count	1	235575	77500	158075	0.32898227740634617	0.6710177225936538	0.48033121161223946	0.4868325012857983	0.48467435315030616	0.1594492724998354
contest_login_count	2	79443	27817	51626	0.35015042231537075	0.6498495776846293	0.1724048169473247	0.15899550663533527	0.16344682006715386	0.05723097307261834
contest_login_count	3	40215	14232	25983	0.3538977993286087	0.6461022006713912	0.08820740391826312	0.0800213119146538	0.08273874185265653	0.029281058660873
contest_login_count	4	23732	8227	15505	0.3466627338614529	0.6533372661385471	0.050989482295921214	0.047751623801589774	0.04882645335440121	0.01692631180459543
contest_login_count	0	22217	5528	16689	0.24881847234100013	0.7511815276589998	0.03426156048764464	0.05139805544177566	0.0457094772532754	0.011373362301665678
contest_login_count	5	15070	5088	9982	0.3376244193762442	0.6623755806237558	0.031534518770104186	0.030742128912445602	0.031005168213838964	0.010468101915860163
contest_login_count	6	11320	3901	7419	0.3446113074204947	0.6553886925795053	0.024177703954830272	0.022848713123766174	0.023289880834814668	0.008025956284153006
contest_login_count	7	7563	2712	4851	0.35858786195953984	0.6414121380404602	0.016808493495385723	0.014939898552822442	0.015560191586016197	0.00557969583251037
contest_login_count	8	6881	2510	4371	0.36477256212759773	0.6352274378724022	0.015556533434151238	0.013461615455449783	0.014157037988017644	0.005164099019026928
contest_login_count	9	5189	1891	3298	0.3644247446521488	0.6355752553478512	0.011720081563338643	0.010157036781531317	0.010675900322601883	0.0038905622489959837
contest_login_count	10	4693	1373	3320	0.29256339228638395	0.707436607713616	0.008509609723143288	0.01022479142349423	0.009655424978602936	0.0028248238857067616
contest_login_count	11	3651	1296	2355	0.35497124075595726	0.6450287592440427	0.008032377422573707	0.007252826446484612	0.007511603792218053	0.002666403318190796
contest_login_count	12	2595	916	1679	0.3529865125240848	0.6470134874759152	0.005677205030152404	0.00517091108435145	0.0053389788662848115	0.0018845875304496675
contest_login_count	14	2133	626	1507	0.293483356774496	0.706516643225504	0.003879836625409831	0.00464119297445958	0.004388455461189019	0.001287938639805122
contest_login_count	16	1880	610	1270	0.324468085106383	0.675531914893617	0.0037806714720447234	0.003911290695131829	0.003867930739350846	0.0012550200803212851
contest_login_count	13	2117	604	1513	0.2853094000944733	0.7146905999055266	0.0037434845395328082	0.004659671513176738	0.004355536901705181	0.0012426756205148463
contest_login_count	15	1686	488	1198	0.28944246737841045	0.7105575326215896	0.003024537177635779	0.00368954823052593	0.0034687932056093225	0.001004016064257028
contest_login_count	19	1233	431	802	0.3495539334955393	0.6504460665044607	0.0026712613187725833	0.0024699646751934856	0.0025367864902231876	0.0008867436960958589
contest_login_count	20	1254	400	854	0.3189792663476874	0.6810207336523126	0.0024791288341276876	0.0026301120107421905	0.002579992099545724	0.0008229639870959247
contest_login_count	17	1465	357	1108	0.24368600682593858	0.7563139931740614	0.0022126224844589613	0.003412370149768556	0.003014105602738824	0.0007344953584831128
contest_login_count	18	1396	355	1041	0.25429799426934097	0.745702005730659	0.002200226840288323	0.003206026467426956	0.002872144314964777	0.0007303805385476331
contest_login_count	26	858	326	532	0.37995337995337997	0.62004662004662	0.002020489999814065	0.0016384304329213645	0.0017652577523207585	0.0006707156494831786
contest_login_count	21	1040	316	724	0.3038461538461538	0.6961538461538461	0.0019585117789608733	0.0022297436718704284	0.002139706366449404	0.0006501415498057805
contest_login_count	22	1138	314	824	0.2759226713532513	0.7240773286467487	0.0019461161347902347	0.002537719317156399	0.0023413325432879058	0.0006460267298703009
contest_login_count	23	982	263	719	0.26782077393075354	0.7321792260692465	0.0016300272084389545	0.00221434488960613	0.002020376588320495	0.0005410988215155705
contest_login_count	24	684	228	456	0.3333333333333333	0.6666666666666666	0.0014131034354527819	0.0014043689425040269	0.0014072684179340313	0.0004690894726446771
contest_login_count	29	520	201	319	0.38653846153846155	0.6134615384615385	0.001245762239149163	0.0009824423084622469	0.001069853183224702	0.0004135394035157022
contest_login_count	25	587	172	415	0.293015332197615	0.706984667802385	0.0010660253986749055	0.0012780989279367787	0.0012076996510632695	0.0003538745144512476
contest_login_count	30	493	141	352	0.28600405679513186	0.7139959432048681	0.0008738929140300098	0.0010840742714066172	0.0010143031140957273	0.00029009480545131347
contest_login_count	34	424	135	289	0.31839622641509435	0.6816037735849056	0.0008367059815180945	0.0008900496148764556	0.0008723418263216801	0.0002777503456448746
contest_login_count	28	577	133	444	0.23050259965337955	0.7694974003466204	0.0008243103373474561	0.0013674118650697103	0.0011871255513858715	0.00027363552570939495
contest_login_count	27	591	131	460	0.22165820642978004	0.7783417935702199	0.0008119146931768177	0.0014166879683154656	0.0012159292909342287	0.0002695207057739153
contest_login_count	35	391	130	261	0.33248081841432225	0.6675191815856778	0.0008057168710914985	0.0008038164341963838	0.0008044472973862663	0.0002674632958061755
contest_login_count	32	409	116	293	0.28361858190709044	0.7163814180929096	0.0007189473618970294	0.0009023686406878944	0.000841480676805583	0.00023865955625781816
contest_login_count	43	189	99	90	0.5238095238095238	0.47619047619047616	0.0006135843864466027	0.0002771780807573737	0.00038885048390282443	0.00020368358680624137
contest_login_count	46	189	91	98	0.48148148148148145	0.5185185185185185	0.000564001809764049	0.00030181613238025134	0.00038885048390282443	0.00018722430706432286
contest_login_count	33	362	84	278	0.23204419889502761	0.7679558011049724	0.0005206170551668144	0.0008561722938949988	0.0007447824083218118	0.0001728224372901442
contest_login_count	40	243	78	165	0.32098765432098764	0.6790123456790124	0.00048343012265489907	0.0005081598147218518	0.0004999506221607743	0.00016047797748370532
contest_login_count	31	312	74	238	0.23717948717948717	0.7628205128205128	0.0004586388343136222	0.0007329820357806104	0.0006419119099348213	0.00015224833761274607
contest_login_count	36	325	70	255	0.2153846153846154	0.7846153846153846	0.0004338475459723453	0.0007853378954792255	0.0006686582395154388	0.0001440186977417868
contest_login_count	49	206	60	146	0.2912621359223301	0.7087378640776699	0.0003718693251191531	0.00044964444211751737	0.0004238264533544012	0.0001234445980643887
contest_login_count	54	144	60	84	0.4166666666666667	0.5833333333333334	0.0003718693251191531	0.0002586995420402155	0.0002962670353545329	0.0001234445980643887
contest_login_count	45	171	58	113	0.3391812865497076	0.6608187134502924	0.0003594736809485147	0.000348012479173147	0.0003518171044835078	0.00011932977812890908
contest_login_count	58	94	58	36	0.6170212765957447	0.3829787234042553	0.0003594736809485147	0.00011087123230294948	0.0001933965369675423	0.00011932977812890908
contest_login_count	47	108	57	51	0.5277777777777778	0.4722222222222222	0.00035327585886319547	0.0001570675790958451	0.00022220027651589968	0.00011727236816116927
contest_login_count	39	166	56	110	0.3373493975903614	0.6626506024096386	0.0003470780367778763	0.00033877320981456785	0.00034153005464480874	0.00011521495819342945
contest_login_count	55	116	53	63	0.45689655172413796	0.5431034482758621	0.0003284845705219186	0.0001940246565301616	0.00023865955625781816	0.00010904272829021002
contest_login_count	37	220	52	168	0.23636363636363636	0.7636363636363637	0.0003222867484365994	0.000517399084080431	0.0004526301929027586	0.00010698531832247021
contest_login_count	44	168	51	117	0.30357142857142855	0.6964285714285714	0.00031608892635128015	0.0003603315049845858	0.0003456448745802884	0.0001049279083547304
contest_login_count	48	178	50	128	0.2808988764044944	0.7191011235955056	0.00030989110426596096	0.0003942088259660426	0.0003662189742576865	0.00010287049838699058
contest_login_count	52	166	50	116	0.30120481927710846	0.6987951807228916	0.00030989110426596096	0.00035725174853172613	0.00034153005464480874	0.00010287049838699058
contest_login_count	72	65	49	16	0.7538461538461538	0.24615384615384617	0.0003036932821806417	4.927610324575532e-05	0.00013373164790308776	0.00010081308841925077
contest_login_count	38	135	46	89	0.34074074074074073	0.6592592592592592	0.0002850998159246841	0.000274098324304514	0.0002777503456448746	9.464085851603134e-05
contest_login_count	53	181	44	137	0.2430939226519337	0.7569060773480663	0.00027270417175404563	0.00042192663404178	0.0003723912041609059	9.052603858055171e-05
contest_login_count	42	91	36	55	0.3956043956043956	0.6043956043956044	0.00022312159507149187	0.00016938660490728393	0.00018722430706432286	7.406675883863323e-05
contest_login_count	50	68	35	33	0.5147058823529411	0.4852941176470588	0.00021692377298617265	0.00010163196294437036	0.0001399038778063072	7.20093488708934e-05
contest_login_count	41	177	34	143	0.192090395480226	0.807909604519774	0.00021072595090085343	0.0004404051727589382	0.0003641615642899467	6.99519389031536e-05
contest_login_count	80	66	31	35	0.4696969696969697	0.5303030303030303	0.00019213248464489577	0.00010779147585008977	0.00013578905787082758	6.377970899993416e-05
contest_login_count	69	59	29	30	0.4915254237288136	0.5084745762711864	0.00017973684047425736	9.239269358579124e-05	0.00012138718809664889	5.966488906445454e-05
contest_login_count	57	145	28	117	0.19310344827586207	0.8068965517241379	0.00017353901838893814	0.0003603315049845858	0.0002983244453222727	5.7607479096714726e-05
contest_login_count	51	72	28	44	0.3888888888888889	0.6111111111111112	0.00017353901838893814	0.00013550928392582715	0.00014813351767726645	5.7607479096714726e-05
contest_login_count	61	107	26	81	0.24299065420560748	0.7570093457943925	0.0001611433742182997	0.00024946027268163634	0.00022014286654815985	5.3492659161235105e-05
contest_login_count	68	36	24	12	0.6666666666666666	0.3333333333333333	0.00014874773004766126	3.695707743431649e-05	7.406675883863323e-05	4.9377839225755484e-05
contest_login_count	56	85	23	62	0.27058823529411763	0.7294117647058823	0.00014254990796234204	0.00019094490007730188	0.00017487984725788399	4.732042925801567e-05
contest_login_count	79	33	23	10	0.696969696969697	0.30303030303030304	0.00014254990796234204	3.079756452859708e-05	6.789452893541379e-05	4.732042925801567e-05
contest_login_count	60	50	19	31	0.38	0.62	0.00011775861962106516	9.547245003865094e-05	0.00010287049838699058	3.909078938705642e-05
contest_login_count	83	28	18	10	0.6428571428571429	0.35714285714285715	0.00011156079753574594	3.079756452859708e-05	5.7607479096714726e-05	3.703337941931661e-05
contest_login_count	103	47	17	30	0.3617021276595745	0.6382978723404256	0.00010536297545042672	9.239269358579124e-05	9.669826848377115e-05	3.49759694515768e-05
contest_login_count	64	28	16	12	0.5714285714285714	0.42857142857142855	9.91651533651075e-05	3.695707743431649e-05	5.7607479096714726e-05	3.2918559483836984e-05
contest_login_count	70	63	16	47	0.25396825396825395	0.746031746031746	9.91651533651075e-05	0.00014474855328440626	0.00012961682796760814	3.2918559483836984e-05
contest_login_count	81	56	14	42	0.25	0.75	8.676950919446907e-05	0.00012934977102010774	0.00011521495819342945	2.8803739548357363e-05
contest_login_count	120	30	14	16	0.4666666666666667	0.5333333333333333	8.676950919446907e-05	4.927610324575532e-05	6.172229903219435e-05	2.8803739548357363e-05
contest_login_count	99	22	13	9	0.5909090909090909	0.4090909090909091	8.057168710914985e-05	2.771780807573737e-05	4.5263019290275855e-05	2.6746329580617552e-05
contest_login_count	63	30	13	17	0.43333333333333335	0.5666666666666667	8.057168710914985e-05	5.2355859698615034e-05	6.172229903219435e-05	2.6746329580617552e-05
contest_login_count	86	20	10	10	0.5	0.5	6.197822085319219e-05	3.079756452859708e-05	4.1148199354796234e-05	2.0574099677398117e-05
contest_login_count	84	44	10	34	0.22727272727272727	0.7727272727272727	6.197822085319219e-05	0.00010471171939723007	9.052603858055171e-05	2.0574099677398117e-05
contest_login_count	88	19	10	9	0.5263157894736842	0.47368421052631576	6.197822085319219e-05	2.771780807573737e-05	3.909078938705642e-05	2.0574099677398117e-05
contest_login_count	59	68	10	58	0.14705882352941177	0.8529411764705882	6.197822085319219e-05	0.00017862587426586307	0.0001399038778063072	2.0574099677398117e-05
contest_login_count	71	95	10	85	0.10526315789473684	0.8947368421052632	6.197822085319219e-05	0.00026177929849307516	0.0001954539469352821	2.0574099677398117e-05
contest_login_count	82	10	8	2	0.8	0.2	4.958257668255375e-05	6.159512905719415e-06	2.0574099677398117e-05	1.6459279741918492e-05
contest_login_count	90	28	8	20	0.2857142857142857	0.7142857142857143	4.958257668255375e-05	6.159512905719415e-05	5.7607479096714726e-05	1.6459279741918492e-05
contest_login_count	93	9	8	1	0.8888888888888888	0.1111111111111111	4.958257668255375e-05	3.0797564528597077e-06	1.8516689709658306e-05	1.6459279741918492e-05
contest_login_count	98	16	8	8	0.5	0.5	4.958257668255375e-05	2.463805162287766e-05	3.2918559483836984e-05	1.6459279741918492e-05
contest_login_count	92	15	7	8	0.4666666666666667	0.5333333333333333	4.3384754597234535e-05	2.463805162287766e-05	3.086114951609718e-05	1.4401869774178682e-05
contest_login_count	122	58	7	51	0.1206896551724138	0.8793103448275862	4.3384754597234535e-05	0.0001570675790958451	0.00011932977812890908	1.4401869774178682e-05
contest_login_count	77	33	6	27	0.18181818181818182	0.8181818181818182	3.7186932511915314e-05	8.315342422721211e-05	6.789452893541379e-05	1.2344459806438871e-05
contest_login_count	62	25	5	20	0.2	0.8	3.0989110426596094e-05	6.159512905719415e-05	5.143524919349529e-05	1.0287049838699058e-05
contest_login_count	119	12	5	7	0.4166666666666667	0.5833333333333334	3.0989110426596094e-05	2.1558295170017954e-05	2.4688919612877742e-05	1.0287049838699058e-05
contest_login_count	106	32	5	27	0.15625	0.84375	3.0989110426596094e-05	8.315342422721211e-05	6.583711896767397e-05	1.0287049838699058e-05
contest_login_count	109	20	5	15	0.25	0.75	3.0989110426596094e-05	4.619634679289562e-05	4.1148199354796234e-05	1.0287049838699058e-05
contest_login_count	78	25	4	21	0.16	0.84	2.4791288341276874e-05	6.467488551005387e-05	5.143524919349529e-05	8.229639870959246e-06
contest_login_count	100	13	4	9	0.3076923076923077	0.6923076923076923	2.4791288341276874e-05	2.771780807573737e-05	2.6746329580617552e-05	8.229639870959246e-06
contest_login_count	87	5	4	1	0.8	0.2	2.4791288341276874e-05	3.0797564528597077e-06	1.0287049838699058e-05	8.229639870959246e-06
contest_login_count	96	12	4	8	0.3333333333333333	0.6666666666666666	2.4791288341276874e-05	2.463805162287766e-05	2.4688919612877742e-05	8.229639870959246e-06
contest_login_count	108	13	4	9	0.3076923076923077	0.6923076923076923	2.4791288341276874e-05	2.771780807573737e-05	2.6746329580617552e-05	8.229639870959246e-06
contest_login_count	67	45	4	41	0.08888888888888889	0.9111111111111111	2.4791288341276874e-05	0.000126270014567248	9.258344854829153e-05	8.229639870959246e-06
contest_login_count	105	9	3	6	0.3333333333333333	0.6666666666666666	1.8593466255957657e-05	1.8478538717158246e-05	1.8516689709658306e-05	6.1722299032194354e-06
contest_login_count	73	49	3	46	0.061224489795918366	0.9387755102040817	1.8593466255957657e-05	0.00014166879683154656	0.00010081308841925077	6.1722299032194354e-06
contest_login_count	85	21	3	18	0.14285714285714285	0.8571428571428571	1.8593466255957657e-05	5.543561615147474e-05	4.320560932253605e-05	6.1722299032194354e-06
contest_login_count	76	12	3	9	0.25	0.75	1.8593466255957657e-05	2.771780807573737e-05	2.4688919612877742e-05	6.1722299032194354e-06
contest_login_count	101	7	2	5	0.2857142857142857	0.7142857142857143	1.2395644170638437e-05	1.539878226429854e-05	1.4401869774178682e-05	4.114819935479623e-06
contest_login_count	97	6	2	4	0.3333333333333333	0.6666666666666666	1.2395644170638437e-05	1.231902581143883e-05	1.2344459806438871e-05	4.114819935479623e-06
contest_login_count	116	22	2	20	0.09090909090909091	0.9090909090909091	1.2395644170638437e-05	6.159512905719415e-05	4.5263019290275855e-05	4.114819935479623e-06
contest_login_count	115	23	2	21	0.08695652173913043	0.9130434782608695	1.2395644170638437e-05	6.467488551005387e-05	4.732042925801567e-05	4.114819935479623e-06
contest_login_count	66	4	2	2	0.5	0.5	1.2395644170638437e-05	6.159512905719415e-06	8.229639870959246e-06	4.114819935479623e-06
contest_login_count	65	16	2	14	0.125	0.875	1.2395644170638437e-05	4.311659034003591e-05	3.2918559483836984e-05	4.114819935479623e-06
contest_login_count	111	10	2	8	0.2	0.8	1.2395644170638437e-05	2.463805162287766e-05	2.0574099677398117e-05	4.114819935479623e-06
contest_login_count	91	43	2	41	0.046511627906976744	0.9534883720930233	1.2395644170638437e-05	0.000126270014567248	8.84686286128119e-05	4.114819935479623e-06
contest_login_count	74	11	2	9	0.18181818181818182	0.8181818181818182	1.2395644170638437e-05	2.771780807573737e-05	2.2631509645137928e-05	4.114819935479623e-06
contest_login_count	114	25	1	24	0.04	0.96	6.1978220853192185e-06	7.391415486863298e-05	5.143524919349529e-05	2.0574099677398115e-06
contest_login_count	95	7	1	6	0.14285714285714285	0.8571428571428571	6.1978220853192185e-06	1.8478538717158246e-05	1.4401869774178682e-05	2.0574099677398115e-06
contest_login_count	121	4	1	3	0.25	0.75	6.1978220853192185e-06	9.239269358579123e-06	8.229639870959246e-06	2.0574099677398115e-06
contest_login_count	110	9	1	8	0.1111111111111111	0.8888888888888888	6.1978220853192185e-06	2.463805162287766e-05	1.8516689709658306e-05	2.0574099677398115e-06
contest_login_count	102	7	1	6	0.14285714285714285	0.8571428571428571	6.1978220853192185e-06	1.8478538717158246e-05	1.4401869774178682e-05	2.0574099677398115e-06
contest_login_count	113	26	1	25	0.038461538461538464	0.9615384615384616	6.1978220853192185e-06	7.69939113214927e-05	5.3492659161235105e-05	2.0574099677398115e-06
contest_login_count	123	7	0	7	0.0	1.0	0.0	2.1558295170017954e-05	1.4401869774178682e-05	0.0
contest_login_count	75	11	0	11	0.0	1.0	0.0	3.387732098145679e-05	2.2631509645137928e-05	0.0
contest_login_count	112	3	0	3	0.0	1.0	0.0	9.239269358579123e-06	6.1722299032194354e-06	0.0
contest_login_count	94	4	0	4	0.0	1.0	0.0	1.231902581143883e-05	8.229639870959246e-06	0.0
contest_login_count	118	45	0	45	0.0	1.0	0.0	0.00013858904037868686	9.258344854829153e-05	0.0
contest_login_count	117	10	0	10	0.0	1.0	0.0	3.079756452859708e-05	2.0574099677398117e-05	0.0
contest_login_count	107	1	0	1	0.0	1.0	0.0	3.0797564528597077e-06	2.0574099677398115e-06	0.0
contest_login_count	104	4	0	4	0.0	1.0	0.0	1.231902581143883e-05	8.229639870959246e-06	0.0
contest_login_count	89	2	0	2	0.0	1.0	0.0	6.159512905719415e-06	4.114819935479623e-06	0.0
contest_login_count	Empty	0	0	0			0.0	0.0	0.0	0.0
Col Value-T	Col Value-1	CV Count-2	CVT Count-3	CVF Count-4	3 D 2	4 D 2	3 D TTT	4 D TTF	2 D TT	3 D TT
contest_login_count_1_days	0	481763	159681	322082	0.331451356787466	0.6685486432125339	0.9896744284058582	0.9919341178499604	0.9911839982882349	0.32852928105866086
contest_login_count_1_days	1	3918	1495	2423	0.38157223072996427	0.6184277692700357	0.009265744017552232	0.007462249885279072	0.008060932253604582	0.0030758279017710187
contest_login_count_1_days	2	322	152	170	0.4720496894409938	0.5279503105590062	0.0009420689569685213	0.0005235585969861503	0.0006624860096122193	0.00031272631509645136
contest_login_count_1_days	3	40	17	23	0.425	0.575	0.00010536297545042672	7.083439841577328e-05	8.229639870959247e-05	3.49759694515768e-05
contest_login_count_1_days	4	5	2	3	0.4	0.6	1.2395644170638437e-05	9.239269358579123e-06	1.0287049838699058e-05	4.114819935479623e-06
contest_login_count_1_days	Empty	0	0	0			0.0	0.0	0.0	0.0
Col Value-T	Col Value-1	CV Count-2	CVT Count-3	CVF Count-4	3 D 2	4 D 2	3 D TTT	4 D TTF	2 D TT	3 D TT
contest_login_count_30_days	0	309668	97797	211871	0.3158124184610615	0.6841875815389384	0.6061284064779636	0.6525110794238391	0.6371140298900521	0.20120852261505037
contest_login_count_30_days	1	130590	45508	85082	0.34847997549582665	0.6515200245041733	0.28205048745870703	0.2620318385222097	0.268677167687142	0.09362861281190335
contest_login_count_30_days	2	27709	10697	17012	0.38604785448771156	0.6139521455122884	0.06629810284665968	0.05239281677604935	0.05700877279610244	0.022008114424912767
contest_login_count_30_days	3	10079	4098	5981	0.4065879551542812	0.5934120448457189	0.025398674905638158	0.018420023344553914	0.020736635064849563	0.008431266047797748
